|  | Frankenstein.txt |
| brow | 1.1103462E-5 |
| oppressed | 6.662077E-5 |
| reassure | 2.2206925E-5 |
| meaning | 3.3310385E-5 |
| drawing | 5.551731E-5 |
| released | 1.1103462E-5 |
| 10 | 2.2206925E-5 |
| 11 | 2.2206925E-5 |
| 12 | 2.2206925E-5 |
| 13 | 3.3310385E-5 |
| disowned | 1.1103462E-5 |
| 14 | 2.2206925E-5 |
| 15 | 2.2206925E-5 |
| 16 | 2.2206925E-5 |
| 17 | 3.3310385E-5 |
| 18 | 2.2206925E-5 |
| 19 | 2.2206925E-5 |
| willowy | 1.1103462E-5 |
| Absence | 1.1103462E-5 |
| LIABILITY | 1.1103462E-5 |
| PROVIDED | 1.1103462E-5 |
| execute | 3.3310385E-5 |
| allied | 1.1103462E-5 |
| benefit | 7.772423E-5 |
| cracking | 1.1103462E-5 |
| yesternight’s | 1.1103462E-5 |
| decayed | 2.2206925E-5 |
| highest | 4.441385E-5 |
| impatiently | 1.1103462E-5 |
| overpowered | 1.1103462E-5 |
| “During | 1.1103462E-5 |
| 20 | 3.3310385E-5 |
| morning’s | 2.2206925E-5 |
| 21 | 2.2206925E-5 |
| ogre | 1.1103462E-5 |
| 22 | 2.2206925E-5 |
| 23 | 2.2206925E-5 |
| 24 | 2.2206925E-5 |
| shelter | 4.441385E-5 |
| seizure | 1.1103462E-5 |
| examine | 4.441385E-5 |
| invective | 1.1103462E-5 |
| participated | 1.1103462E-5 |
| latitude | 1.1103462E-5 |
| experiments | 1.1103462E-5 |
| wiping | 1.1103462E-5 |
| long | 5.440696E-4 |
| remember | 1.6655194E-4 |
| profane | 1.1103462E-5 |
| Miserable | 2.2206925E-5 |
| nought | 2.2206925E-5 |
| shamefully | 1.1103462E-5 |
| examined | 6.662077E-5 |
| 30 | 1.1103462E-5 |
| But | 0.0014545536 |
| expression | 1.6655194E-4 |
| childhood | 5.551731E-5 |
| star | 2.2206925E-5 |
| —Poor | 1.1103462E-5 |
| auditor | 1.1103462E-5 |
| Safie | 2.5537962E-4 |
| many | 7.43932E-4 |
| stay | 5.551731E-5 |
| dedicate | 1.1103462E-5 |
| stag | 1.1103462E-5 |
| extensive | 2.2206925E-5 |
| 2d | 1.1103462E-5 |
| Orkneys | 1.1103462E-5 |
| coasting | 1.1103462E-5 |
| swifter | 1.1103462E-5 |
| inspire | 4.441385E-5 |
| increasing | 2.2206925E-5 |
| progress | 2.1096578E-4 |
| respected | 4.441385E-5 |
| devote | 4.441385E-5 |
| agent | 1.1103462E-5 |
| abortion | 1.1103462E-5 |
| wholly | 3.3310385E-5 |
| odious | 4.441385E-5 |
| rapid | 6.662077E-5 |
| seven | 2.2206925E-5 |
| Warm | 1.1103462E-5 |
| affectation | 1.1103462E-5 |
| irradiation | 1.1103462E-5 |
| exemplified | 1.1103462E-5 |
| devoting | 1.1103462E-5 |
| Last | 2.2206925E-5 |
| tread | 3.3310385E-5 |
| navigators—there | 1.1103462E-5 |
| “circumstances | 1.1103462E-5 |
| barn | 2.2206925E-5 |
| kennel | 1.1103462E-5 |
| speck | 1.1103462E-5 |
| wood | 2.8869E-4 |
| 50 | 1.1103462E-5 |
| bare | 7.772423E-5 |
| “thus | 1.1103462E-5 |
| surprise | 8.88277E-5 |
| Remorse | 1.1103462E-5 |
| furs—a | 1.1103462E-5 |
| dropping | 1.1103462E-5 |
| murderer | 2.8869E-4 |
| sealed | 1.1103462E-5 |
| complaints | 2.2206925E-5 |
| wont | 1.1103462E-5 |
| look | 1.9986232E-4 |
| crushed | 1.1103462E-5 |
| modification | 1.1103462E-5 |
| Walton | 8.88277E-5 |
| exasperated | 2.2206925E-5 |
| criminality | 1.1103462E-5 |
| dense | 1.1103462E-5 |
| untaught | 1.1103462E-5 |
| immutable | 3.3310385E-5 |
| murdered | 2.2206924E-4 |
| nuts | 2.2206925E-5 |
| 84116 | 1.1103462E-5 |
| converse | 4.441385E-5 |
| THIS | 5.551731E-5 |
| overweigh | 1.1103462E-5 |
| 60 | 1.1103462E-5 |
| 64 | 1.1103462E-5 |
| farewell | 3.3310385E-5 |
| needed | 1.1103462E-5 |
| lord | 1.1103462E-5 |
| mass | 1.1103462E-5 |
| Cursed | 3.3310385E-5 |
| recording | 3.3310385E-5 |
| revoke | 1.1103462E-5 |
| blankets | 1.1103462E-5 |
| Time | 1.1103462E-5 |
| Whether | 1.1103462E-5 |
| speed | 7.772423E-5 |
| apple | 1.1103462E-5 |
| inquisitiveness | 1.1103462E-5 |
| Belrive | 4.441385E-5 |
| admit | 1.1103462E-5 |
| common | 5.551731E-5 |
| interest | 1.5544846E-4 |
| themselves | 1.3324154E-4 |
| uneven | 1.1103462E-5 |
| Arve | 3.3310385E-5 |
| winning | 1.1103462E-5 |
| apply | 8.88277E-5 |
| palpitation | 1.1103462E-5 |
| gratifying | 1.1103462E-5 |
| separated | 3.3310385E-5 |
| histories | 2.2206925E-5 |
| proportionably | 3.3310385E-5 |
| eagerly | 9.993116E-5 |
| landing | 2.2206925E-5 |
| rapturously | 1.1103462E-5 |
| Every | 3.3310385E-5 |
| Entreating | 1.1103462E-5 |
| step | 7.772423E-5 |
| revolt | 1.1103462E-5 |
| 84 | 4.441385E-5 |
| disgust | 5.551731E-5 |
| comrades | 2.2206925E-5 |
| tribute | 2.2206925E-5 |
| mark | 6.662077E-5 |
| base | 6.662077E-5 |
| requisition | 2.2206925E-5 |
| Beware | 1.1103462E-5 |
| irretrievably | 1.1103462E-5 |
| There—for | 1.1103462E-5 |
| deformed | 3.3310385E-5 |
| loss | 4.441385E-5 |
| impediments | 1.1103462E-5 |
| relate | 9.993116E-5 |
| lost | 3.553108E-4 |
| 90 | 2.2206925E-5 |
| stealth | 1.1103462E-5 |
| bodily | 4.441385E-5 |
| trifling | 2.2206925E-5 |
| preliminary | 1.1103462E-5 |
| EBook | 2.2206925E-5 |
| worn | 3.3310385E-5 |
| worm | 4.441385E-5 |
| work | 8.549666E-4 |
| dizzy | 2.2206925E-5 |
| lose | 8.88277E-5 |
| brooded | 2.2206925E-5 |
| expanse | 2.2206925E-5 |
| Matlock | 3.3310385E-5 |
| mate | 4.441385E-5 |
| terminate | 1.1103462E-5 |
| wore | 3.3310385E-5 |
| word | 1.5544846E-4 |
| irretrievable | 1.1103462E-5 |
| theory | 4.441385E-5 |
| guiltlessness | 1.1103462E-5 |
| stated | 1.1103462E-5 |
| love | 6.551043E-4 |
| FRANKENSTEIN | 2.2206925E-5 |
| sympathies—as | 1.1103462E-5 |
| forehead | 1.1103462E-5 |
| secret | 1.44345E-4 |
| Chance—or | 1.1103462E-5 |
| across | 1.8875886E-4 |
| unfashioned | 1.1103462E-5 |
| ear | 4.441385E-5 |
| rushed | 1.1103462E-4 |
| eat | 4.441385E-5 |
| impotence | 2.2206925E-5 |
| delight—so | 1.1103462E-5 |
| solitude | 1.6655194E-4 |
| prevailed | 2.2206925E-5 |
| loud | 6.662077E-5 |
| reward | 5.551731E-5 |
| simplest | 2.2206925E-5 |
| Everybody | 1.1103462E-5 |
| whiteness | 1.1103462E-5 |
| empires | 2.2206925E-5 |
| hunted | 1.1103462E-5 |
| opinion | 3.3310385E-5 |
| Cornelius | 6.662077E-5 |
| soldier | 1.1103462E-5 |
| devotion | 3.3310385E-5 |
| exists | 2.2206925E-5 |
| it—thus | 1.1103462E-5 |
| stir | 1.1103462E-5 |
| existence | 3.4420734E-4 |
| pretence | 3.3310385E-5 |
| threshold | 1.1103462E-5 |
| Tay | 1.1103462E-5 |
| hour’s | 1.1103462E-5 |
| unqualified | 1.1103462E-5 |
| dimming | 1.1103462E-5 |
| expressive | 7.772423E-5 |
| desolate | 8.88277E-5 |
| thatch | 1.1103462E-5 |
| EXPRESS | 1.1103462E-5 |
| subdued | 3.3310385E-5 |
| repined | 1.1103462E-5 |
| irritability | 1.1103462E-5 |
| thinner | 1.1103462E-5 |
| unsettled | 1.1103462E-5 |
| enquired | 2.2206925E-5 |
| thrush | 2.2206925E-5 |
| SEND | 1.1103462E-5 |
| Can | 1.1103462E-5 |
| preparing | 4.441385E-5 |
| provision | 2.2206925E-5 |
| thrust | 2.2206925E-5 |
| demeanour | 3.3310385E-5 |
| seems | 4.441385E-5 |
| dismissing | 1.1103462E-5 |
| commence | 1.44345E-4 |
| Villa | 1.1103462E-5 |
| Chief | 1.1103462E-5 |
| scientific | 3.3310385E-5 |
| winter | 1.3324154E-4 |
| transacted | 1.1103462E-5 |
| clouds | 1.2213808E-4 |
| Volney’s | 1.1103462E-5 |
| CONTENTS | 1.1103462E-5 |
| walking | 7.772423E-5 |
| schoolboys | 1.1103462E-5 |
| spend | 6.662077E-5 |
| Since | 1.1103462E-5 |
| Biron | 1.1103462E-5 |
| extinct | 2.2206925E-5 |
| sweetest | 1.1103462E-5 |
| February | 1.1103462E-5 |
| balminess | 1.1103462E-5 |
| heartily | 1.1103462E-5 |
| opaque | 1.1103462E-5 |
| grave | 7.772423E-5 |
| advantage | 4.441385E-5 |
| spent | 2.7758654E-4 |
| Service | 1.1103462E-5 |
| instead | 1.1103462E-4 |
| whispered | 4.441385E-5 |
| cloudy | 2.2206925E-5 |
| averred | 1.1103462E-5 |
| BEFORE | 1.1103462E-5 |
| abortive | 1.1103462E-5 |
| stolen | 1.1103462E-5 |
| unlink | 1.1103462E-5 |
| —that | 1.1103462E-5 |
| imparted | 1.1103462E-5 |
| Ten | 1.1103462E-5 |
| slightest | 3.3310385E-5 |
| exception | 2.2206925E-5 |
| temporary | 2.2206925E-5 |
| hands | 4.2193156E-4 |
| year | 8.88277E-5 |
| sufficiently | 3.3310385E-5 |
| allowed | 2.2206924E-4 |
| awful | 3.3310385E-5 |
| branch | 4.441385E-5 |
| chimera | 1.1103462E-5 |
| anguish | 2.5537962E-4 |
| emergencies | 1.1103462E-5 |
| awaiting | 1.1103462E-5 |
| understanding | 5.551731E-5 |
| absent | 6.662077E-5 |
| neat | 2.2206925E-5 |
| empire | 1.1103462E-5 |
| near | 4.108281E-4 |
| silence | 1.5544846E-4 |
| victims | 4.441385E-5 |
| ragged | 2.2206925E-5 |
| AK | 1.1103462E-5 |
| inspired | 3.3310385E-5 |
| community | 1.1103462E-5 |
| packet | 1.1103462E-5 |
| version | 3.3310385E-5 |
| AS | 1.1103462E-5 |
| stop | 1.1103462E-5 |
| basest | 1.1103462E-5 |
| heartfelt | 2.2206925E-5 |
| prudence | 1.1103462E-5 |
| Where | 1.1103462E-5 |
| consented | 5.551731E-5 |
| usefulness | 2.2206925E-5 |
| BE | 1.1103462E-5 |
| Ah | 5.551731E-5 |
| least | 1.3324154E-4 |
| Frenchwoman | 1.1103462E-5 |
| Al | 2.2206925E-5 |
| immediately | 6.662077E-5 |
| resignation | 2.2206925E-5 |
| Am | 2.2206925E-5 |
| An | 2.2206925E-5 |
| The | 0.002975728 |
| swimming | 1.1103462E-5 |
| As | 4.3303502E-4 |
| At | 2.7758654E-4 |
| eyeballs | 1.1103462E-5 |
| Ay | 1.1103462E-5 |
| inmates | 1.1103462E-5 |
| fulfilment | 3.3310385E-5 |
| stump | 1.1103462E-5 |
| agreed | 6.662077E-5 |
| computers | 2.2206925E-5 |
| secretly | 1.1103462E-5 |
| cultivated | 3.3310385E-5 |
| Be | 4.441385E-5 |
| learn | 8.88277E-5 |
| dreary | 3.3310385E-5 |
| neck | 9.993116E-5 |
| intrusion | 2.2206925E-5 |
| perceptions | 1.1103462E-5 |
| floundering | 1.1103462E-5 |
| severe | 5.551731E-5 |
| By | 1.5544846E-4 |
| Meanwhile | 1.1103462E-5 |
| immoderate | 1.1103462E-5 |
| tearing | 2.2206925E-5 |
| inspirited | 2.2206925E-5 |
| Romulus | 1.1103462E-5 |
| exploit | 1.1103462E-5 |
| brandy | 1.1103462E-5 |
| florins | 1.1103462E-5 |
| instructions | 3.3310385E-5 |
| notes | 4.441385E-5 |
| evidence | 1.1103462E-4 |
| communion | 2.2206925E-5 |
| loudness | 1.1103462E-5 |
| official | 3.3310385E-5 |
| woeful | 2.2206925E-5 |
| suspense | 4.441385E-5 |
| spring | 1.2213808E-4 |
| leave | 2.331727E-4 |
| cottage | 5.6627655E-4 |
| eulogy | 1.1103462E-5 |
| serpent | 1.1103462E-5 |
| kindle | 1.1103462E-5 |
| ‘we | 1.1103462E-5 |
| student’s | 1.1103462E-5 |
| faint | 2.2206925E-5 |
| De | 9.993116E-5 |
| minister | 1.1103462E-5 |
| need | 9.993116E-5 |
| shade | 4.441385E-5 |
| often | 5.6627655E-4 |
| Do | 1.6655194E-4 |
| encoding | 1.1103462E-5 |
| staggered | 1.1103462E-5 |
| F3 | 1.1103462E-5 |
| obtaining | 5.551731E-5 |
| DAMAGE | 1.1103462E-5 |
| Dr | 2.2206925E-5 |
| kindly | 3.3310385E-5 |
| loose | 8.88277E-5 |
| loathsome | 5.551731E-5 |
| http | 8.88277E-5 |
| crawling | 1.1103462E-5 |
| hardly | 2.9979346E-4 |
| useful | 4.441385E-5 |
| liberally | 1.1103462E-5 |
| private | 1.1103462E-5 |
| metaphysical | 1.1103462E-5 |
| companion | 3.3310388E-4 |
| complained | 1.1103462E-5 |
| During | 1.8875886E-4 |
| sleeping | 3.3310385E-5 |
| desperately | 1.1103462E-5 |
| cheering | 2.2206925E-5 |
| Wordsworth’s | 1.1103462E-5 |
| gates | 5.551731E-5 |
| precisely | 1.1103462E-5 |
| peopled | 1.1103462E-5 |
| calamity | 1.1103462E-5 |
| accomplish | 2.2206925E-5 |
| linen | 1.1103462E-5 |
| end | 2.4427616E-4 |
| lines | 3.3310385E-5 |
| packed | 2.2206925E-5 |
| woman’s | 2.2206925E-5 |
| vow | 4.441385E-5 |
| impracticability | 1.1103462E-5 |
| wouldst | 1.1103462E-5 |
| females | 1.1103462E-5 |
| Replacement | 1.1103462E-5 |
| lecturing | 1.1103462E-5 |
| noted | 1.1103462E-5 |
| horizon | 6.662077E-5 |
| contempt | 5.551731E-5 |
| alleviated | 1.1103462E-5 |
| Unfeeling | 1.1103462E-5 |
| undertaking | 1.44345E-4 |
| GUTENBERG | 4.441385E-5 |
| Asia | 2.2206925E-5 |
| pulpit | 1.1103462E-5 |
| royalties | 2.2206925E-5 |
| betray | 2.2206925E-5 |
| calmness | 2.2206925E-5 |
| achieved | 1.1103462E-5 |
| START | 2.2206925E-5 |
| murderer’s | 1.1103462E-5 |
| pronounce | 1.1103462E-5 |
| education | 6.662077E-5 |
| occupation | 7.772423E-5 |
| called | 2.8869E-4 |
| springs | 1.1103462E-5 |
| “Man | 1.1103462E-5 |
| turns | 2.2206925E-5 |
| gradually | 6.662077E-5 |
| aspire | 1.1103462E-5 |
| tried | 1.5544846E-4 |
| deepest | 2.2206925E-5 |
| narrow | 3.3310385E-5 |
| brave | 3.3310385E-5 |
| sockets | 2.2206925E-5 |
| proceedings | 1.1103462E-5 |
| He | 0.0014323466 |
| IF | 1.1103462E-5 |
| vales | 1.1103462E-5 |
| shape | 7.772423E-5 |
| IN | 1.1103462E-5 |
| IS | 1.1103462E-5 |
| forth | 2.9979346E-4 |
| purloined | 1.1103462E-5 |
| compose | 2.2206925E-5 |
| charming | 1.1103462E-5 |
| graves | 2.2206925E-5 |
| fatiguing | 1.1103462E-5 |
| If | 5.3296617E-4 |
| lamentations | 1.1103462E-5 |
| weapons | 1.1103462E-5 |
| authors | 5.551731E-5 |
| In | 5.218627E-4 |
| accusations | 1.1103462E-5 |
| affright | 2.2206925E-5 |
| characterise | 1.1103462E-5 |
| Is | 3.3310385E-5 |
| debility | 2.2206925E-5 |
| Gutenberg | 9.2158734E-4 |
| It | 9.771046E-4 |
| cell | 2.2206925E-5 |
| appeased | 1.1103462E-5 |
| tormenting | 2.2206925E-5 |
| asked | 1.776554E-4 |
| era | 1.1103462E-5 |
| share | 5.551731E-5 |
| USE | 1.1103462E-5 |
| dispel | 2.2206925E-5 |
| rankling | 1.1103462E-5 |
| Cease | 1.1103462E-5 |
| unrelaxed | 1.1103462E-5 |
| petticoat | 1.1103462E-5 |
| species | 1.2213808E-4 |
| “Abhorred | 1.1103462E-5 |
| ignominious | 1.1103462E-5 |
| FITNESS | 1.1103462E-5 |
| shake | 4.441385E-5 |
| UTF | 1.1103462E-5 |
| Armada | 1.1103462E-5 |
| metals | 1.1103462E-5 |
| degradation | 3.3310385E-5 |
| remembrancers | 1.1103462E-5 |
| Victor—tomorrow | 1.1103462E-5 |
| trial | 1.1103462E-4 |
| undertake | 4.441385E-5 |
| finest | 1.1103462E-5 |
| La | 1.1103462E-5 |
| links | 3.3310385E-5 |
| ancestors | 1.1103462E-5 |
| masquerades | 1.1103462E-5 |
| entrance | 1.1103462E-5 |
| tapers | 1.1103462E-5 |
| below | 5.551731E-5 |
| soundly | 1.1103462E-5 |
| surviving | 1.1103462E-5 |
| woods | 1.3324154E-4 |
| shall | 0.0011214496 |
| articulate | 2.2206925E-5 |
| impending | 2.2206925E-5 |
| traverse | 2.2206925E-5 |
| followers | 1.1103462E-5 |
| nightingale | 2.2206925E-5 |
| companionship | 2.2206925E-5 |
| gaolers | 1.1103462E-5 |
| amusement | 6.662077E-5 |
| shame | 1.1103462E-5 |
| endow | 1.1103462E-5 |
| NO | 2.2206925E-5 |
| condescension | 1.1103462E-5 |
| Mr | 1.44345E-4 |
| financial | 1.1103462E-5 |
| dreams | 1.3324154E-4 |
| enormity | 2.2206925E-5 |
| gushed | 2.2206925E-5 |
| dreamt | 1.1103462E-5 |
| My | 0.0013324155 |
| running | 3.3310385E-5 |
| harden | 1.1103462E-5 |
| overflowed | 3.3310385E-5 |
| OF | 1.1103462E-4 |
| pleasure—I | 1.1103462E-5 |
| whispers | 1.1103462E-5 |
| tokens | 1.1103462E-5 |
| boils | 1.1103462E-5 |
| harder | 1.1103462E-5 |
| France | 5.551731E-5 |
| Asiatics | 1.1103462E-5 |
| render | 1.1103462E-4 |
| republics | 1.1103462E-5 |
| derange | 1.1103462E-5 |
| declared | 3.3310385E-5 |
| No | 2.2206924E-4 |
| heatless | 1.1103462E-5 |
| OR | 6.662077E-5 |
| antelope | 1.1103462E-5 |
| relieve | 8.88277E-5 |
| drawer | 1.1103462E-5 |
| adjacent | 1.1103462E-5 |
| divinest | 1.1103462E-5 |
| chasms | 1.1103462E-5 |
| transport | 1.1103462E-5 |
| teased | 1.1103462E-5 |
| complying | 3.3310385E-5 |
| Of | 3.3310385E-5 |
| PG | 1.1103462E-5 |
| chord | 2.2206925E-5 |
| Oh | 2.2206924E-4 |
| wrongfully | 1.1103462E-5 |
| Perhaps | 1.1103462E-5 |
| appetite | 4.441385E-5 |
| needle | 1.1103462E-5 |
| forms | 1.1103462E-4 |
| On | 1.8875886E-4 |
| Or | 2.2206925E-5 |
| achievements | 1.1103462E-5 |
| “Night | 1.1103462E-5 |
| farther | 3.3310385E-5 |
| Moritz | 7.772423E-5 |
| vineyards | 1.1103462E-5 |
| Ruins | 1.1103462E-5 |
| accusation | 1.1103462E-5 |
| meadows | 2.2206925E-5 |
| represented | 1.1103462E-5 |
| attractions | 1.1103462E-5 |
| “really | 1.1103462E-5 |
| remorse | 1.5544846E-4 |
| beneficence | 1.1103462E-5 |
| dissuade | 1.1103462E-5 |
| joyful | 1.1103462E-5 |
| waves | 1.5544846E-4 |
| remain | 2.4427616E-4 |
| expected | 1.3324154E-4 |
| anticipations | 1.1103462E-5 |
| sustenance | 2.2206925E-5 |
| voices | 4.441385E-5 |
| countries | 4.441385E-5 |
| degraded | 3.3310385E-5 |
| Two | 5.551731E-5 |
| eye | 1.9986232E-4 |
| waved | 2.2206925E-5 |
| himself | 4.108281E-4 |
| this—I | 1.1103462E-5 |
| glaring | 1.1103462E-5 |
| treble | 1.1103462E-5 |
| impassive | 1.1103462E-5 |
| feels | 2.2206925E-5 |
| nets | 1.1103462E-5 |
| another | 4.7744886E-4 |
| enemy | 2.5537962E-4 |
| centred | 1.1103462E-5 |
| unreservedly | 1.1103462E-5 |
| Royalty | 2.2206925E-5 |
| drunken | 1.1103462E-5 |
| stillness | 2.2206925E-5 |
| indemnify | 1.1103462E-5 |
| hideously | 1.1103462E-5 |
| cemetery | 1.1103462E-5 |
| repentant | 1.1103462E-5 |
| bared | 1.1103462E-5 |
| discovering | 3.3310385E-5 |
| triumph | 6.662077E-5 |
| scaling | 1.1103462E-5 |
| horror | 4.996558E-4 |
| fluctuating | 2.2206925E-5 |
| black | 1.776554E-4 |
| fortunate | 7.772423E-5 |
| such | 8.549666E-4 |
| showers | 1.1103462E-5 |
| recovered | 1.5544846E-4 |
| describe | 1.5544846E-4 |
| TO | 2.2206925E-5 |
| So | 4.441385E-5 |
| countenance | 4.3303502E-4 |
| St | 5.551731E-5 |
| dwelt | 2.2206925E-5 |
| presently | 8.88277E-5 |
| remains | 1.3324154E-4 |
| dwell | 5.551731E-5 |
| arriving | 1.1103462E-5 |
| clemency | 1.1103462E-5 |
| features | 7.772423E-5 |
| incomplete | 3.3310385E-5 |
| white | 1.2213808E-4 |
| sounded | 1.1103462E-5 |
| openly | 1.1103462E-5 |
| furniture | 2.2206925E-5 |
| huge | 2.2206925E-5 |
| To | 1.6655194E-4 |
| inarticulate | 2.2206925E-5 |
| UT | 1.1103462E-5 |
| seeming | 2.2206925E-5 |
| termination | 1.1103462E-5 |
| exclaimed | 2.1096578E-4 |
| Years | 1.1103462E-5 |
| might | 0.0011991739 |
| sharing | 1.1103462E-5 |
| expressions | 2.2206925E-5 |
| unbridled | 1.1103462E-5 |
| servants | 5.551731E-5 |
| amphitheatre | 1.1103462E-5 |
| wonders | 5.551731E-5 |
| deposed | 2.2206925E-5 |
| solemnity | 4.441385E-5 |
| clothing | 1.1103462E-5 |
| fields | 9.993116E-5 |
| cousins | 1.1103462E-5 |
| next | 1.44345E-4 |
| submit | 1.1103462E-5 |
| occupy | 3.3310385E-5 |
| classes | 1.1103462E-5 |
| originator | 1.1103462E-5 |
| summit | 8.88277E-5 |
| conclusion | 5.551731E-5 |
| doubtless | 7.772423E-5 |
| trademark | 1.1103462E-4 |
| derived | 1.1103462E-5 |
| postponed | 2.2206925E-5 |
| news | 5.551731E-5 |
| severity | 3.3310385E-5 |
| refreshed | 4.441385E-5 |
| green | 5.551731E-5 |
| race | 6.662077E-5 |
| wan | 1.1103462E-5 |
| was | 0.011303324 |
| Suddenly | 3.3310385E-5 |
| crucible | 1.1103462E-5 |
| war | 2.2206925E-5 |
| sledges | 1.1103462E-5 |
| derives | 1.1103462E-5 |
| grew | 6.662077E-5 |
| We | 6.328973E-4 |
| way | 2.2206924E-4 |
| grey | 2.2206925E-5 |
| sensation | 1.3324154E-4 |
| brightness | 2.2206925E-5 |
| attempted | 9.993116E-5 |
| window | 1.1103462E-4 |
| play | 7.772423E-5 |
| plaything | 2.2206925E-5 |
| prized | 1.1103462E-5 |
| fought | 1.1103462E-5 |
| quickly | 2.8869E-4 |
| foes | 1.1103462E-5 |
| raft | 3.3310385E-5 |
| attentive | 2.2206925E-5 |
| taxes | 1.1103462E-5 |
| decide | 4.441385E-5 |
| pleases | 1.1103462E-5 |
| insurrection | 1.1103462E-5 |
| synonymous | 1.1103462E-5 |
| Coleridge’s | 1.1103462E-5 |
| doubly | 1.1103462E-5 |
| fan | 1.1103462E-5 |
| instruments | 8.88277E-5 |
| unaccountable | 1.1103462E-5 |
| collections | 1.1103462E-5 |
| far | 4.3303502E-4 |
| baffled | 2.2206925E-5 |
| Omnipotence—and | 1.1103462E-5 |
| issued | 1.1103462E-5 |
| plan | 1.3324154E-4 |
| panegyric | 1.1103462E-5 |
| Uncle | 2.2206925E-5 |
| double | 2.2206925E-5 |
| suicide | 1.1103462E-5 |
| physiology | 1.1103462E-5 |
| bewildered | 4.441385E-5 |
| rendering | 1.1103462E-5 |
| horrid | 5.551731E-5 |
| Ye | 1.1103462E-5 |
| lowest | 2.2206925E-5 |
| uncontrollably | 1.1103462E-5 |
| classifications | 1.1103462E-5 |
| comfortable | 1.1103462E-5 |
| pedantry | 1.1103462E-5 |
| uncontrollable | 2.2206925E-5 |
| PLEASE | 1.1103462E-5 |
| completely | 2.2206925E-5 |
| suit | 1.1103462E-5 |
| rested | 6.662077E-5 |
| denial | 1.1103462E-5 |
| “Surely | 1.1103462E-5 |
| study | 1.9986232E-4 |
| EBOOK | 2.2206925E-5 |
| portion | 7.772423E-5 |
| fever | 1.1103462E-4 |
| youngest | 1.1103462E-5 |
| pensive | 1.1103462E-5 |
| Swiss | 4.441385E-5 |
| gain | 8.88277E-5 |
| burned | 3.3310385E-5 |
| Thames | 1.1103462E-5 |
| receiving | 5.551731E-5 |
| Friend | 1.1103462E-5 |
| web | 3.3310385E-5 |
| older | 3.3310385E-5 |
| physician | 2.2206925E-5 |
| relieved | 2.2206925E-5 |
| grin | 3.3310385E-5 |
| castles | 4.441385E-5 |
| explore | 2.2206925E-5 |
| wet | 6.662077E-5 |
| electricity | 2.2206925E-5 |
| climate | 2.2206925E-5 |
| peaceably | 1.1103462E-5 |
| great | 4.996558E-4 |
| happened | 9.993116E-5 |
| northward | 1.1103462E-5 |
| proceeded | 1.8875886E-4 |
| discoveries | 7.772423E-5 |
| thenceforth | 2.2206925E-5 |
| pleased | 8.88277E-5 |
| rage | 2.7758654E-4 |
| peaceable | 1.1103462E-5 |
| sides | 1.1103462E-4 |
| behold | 1.3324154E-4 |
| indebted | 1.1103462E-5 |
| Day | 2.2206925E-5 |
| stuff | 1.1103462E-5 |
| distinction | 3.3310385E-5 |
| despised | 2.2206925E-5 |
| arrest | 1.1103462E-5 |
| Grace | 1.1103462E-5 |
| ravines | 1.1103462E-5 |
| fee | 9.993116E-5 |
| discontent | 1.1103462E-5 |
| retirement | 1.1103462E-5 |
| malignant | 2.2206925E-5 |
| chimeras | 1.1103462E-5 |
| looks | 9.993116E-5 |
| obscurely | 1.1103462E-5 |
| provoke | 1.1103462E-5 |
| presented | 1.44345E-4 |
| few | 6.884147E-4 |
| strain | 2.2206925E-5 |
| “now | 1.1103462E-5 |
| rain | 1.776554E-4 |
| hunt | 1.1103462E-5 |
| remonstrate | 2.2206925E-5 |
| hangs | 1.1103462E-5 |
| lifeless | 9.993116E-5 |
| laughed | 1.1103462E-5 |
| sunk | 9.993116E-5 |
| tranquil | 7.772423E-5 |
| opened | 1.9986232E-4 |
| inner | 1.1103462E-5 |
| voyage | 1.6655194E-4 |
| produced | 1.44345E-4 |
| fastidious | 1.1103462E-5 |
| personally | 2.2206925E-5 |
| gait | 1.1103462E-5 |
| outside | 4.441385E-5 |
| effect | 9.993116E-5 |
| hung | 6.662077E-5 |
| elementary | 1.1103462E-5 |
| explaining | 1.1103462E-5 |
| produces | 1.1103462E-5 |
| topic | 1.1103462E-5 |
| perceive | 7.772423E-5 |
| choked | 1.1103462E-5 |
| moulded | 2.2206925E-5 |
| who | 0.0018431747 |
| politics | 1.1103462E-5 |
| game | 1.1103462E-5 |
| stigma | 1.1103462E-5 |
| ravings | 4.441385E-5 |
| unexpected | 2.2206925E-5 |
| why | 1.6655194E-4 |
| faith | 2.2206925E-5 |
| remark | 4.441385E-5 |
| died | 2.7758654E-4 |
| founders | 1.1103462E-5 |
| microscope | 1.1103462E-5 |
| hospitality | 1.1103462E-5 |
| Pursuing | 1.1103462E-5 |
| ne’er | 1.1103462E-5 |
| diet | 1.1103462E-5 |
| unbounded | 3.3310385E-5 |
| win | 2.2206925E-5 |
| Melancholy | 1.1103462E-5 |
| Dec | 1.1103462E-5 |
| fondness | 2.2206925E-5 |
| gale | 1.1103462E-5 |
| Preparations | 1.1103462E-5 |
| Evian | 2.2206925E-5 |
| colleges | 1.1103462E-5 |
| lips—with | 1.1103462E-5 |
| gall | 2.2206925E-5 |
| From | 1.3324154E-4 |
| availed | 1.1103462E-5 |
| recommended | 1.1103462E-5 |
